100000,0.356887,0.844271
110000,0.131919,0.505122
120000,0.228292,0.729767
130000,0.391238,0.92732
140000,0.192918,0.896559
150000,0.14203,0.59461
160000,0.226193,0.59339
170000,0.263164,0.617997
180000,0.187509,0.779037
190000,0.193481,0.667055
200000,0.245842,0.758122
210000,0.219737,0.86114
220000,0.251659,0.955447
230000,0.276929,0.915656
240000,0.211665,0.720187
250000,0.208552,0.65573
260000,0.253258,0.752629
270000,0.243653,0.751255
280000,0.237415,0.782548
290000,0.325909,0.940663
300000,0.378835,0.935008
310000,0.344593,0.957813
320000,0.2965,0.920344
330000,0.312909,0.977791
340000,0.276068,0.8675
350000,0.26185,0.916788
360000,0.281905,0.946568
370000,0.306495,0.990333
380000,0.351145,0.947962
390000,0.369814,1.09927
400000,0.369634,1.13302
410000,0.336834,1.05152
420000,0.278366,0.952991
430000,0.295506,0.976683
440000,0.26446,0.919179
450000,0.252245,0.942509
460000,0.277663,0.984115
470000,0.306516,1.16556
480000,0.328488,1.14545
490000,0.290835,1.04698
500000,0.308129,0.973816
510000,0.297863,1.02426
520000,0.344309,1.0826
530000,0.306951,1.05364
540000,0.334216,1.15663
550000,0.318368,1.00776
560000,0.313583,1.0327
570000,0.322012,1.14593
580000,0.295058,1.14292
590000,0.262585,1.1507
600000,0.264504,1.05236
610000,0.268902,0.95068
620000,0.241835,0.898351
630000,0.256244,0.89744
640000,0.230362,0.773209
650000,0.227299,0.757156
660000,0.224226,0.764857
670000,0.234298,0.7502
680000,0.208326,0.700079
690000,0.194971,0.716196
700000,0.224411,0.733477
710000,0.203787,0.712936
720000,0.199402,0.657707
730000,0.214347,0.708111
740000,0.260007,0.827563
750000,0.250683,0.74789
760000,0.237298,0.747487
770000,0.278377,0.852109
780000,0.255014,0.888462
790000,0.25649,0.87266
800000,0.22854,0.859738
810000,0.213687,0.799927
820000,0.204226,0.73988
830000,0.191348,0.726441
840000,0.195571,0.688082
850000,0.197438,0.701474
860000,0.225621,0.814638
870000,0.218025,0.771418
880000,0.24537,0.811574
890000,0.240472,0.869774
900000,0.22812,0.891836
910000,0.230039,0.895957
920000,0.24314,0.858656
930000,0.250789,0.919216
940000,0.29705,0.989667
950000,0.315678,0.988999
960000,0.349586,0.960426
970000,0.361229,0.994365
980000,0.306489,0.962386
990000,0.359609,1.03344
1000000,0.323828,0.92503
